epoch,accuracy,loss,val_accuracy,val_loss
0,0.4769230782985687,1.492465853691101,0.44999998807907104,1.477563500404358
1,0.5538461804389954,1.4704257249832153,0.5299999713897705,1.4780504703521729
2,0.5153846144676208,1.4647990465164185,0.5,1.5027093887329102
3,0.5653846263885498,1.4530702829360962,0.4699999988079071,1.4997507333755493
4,0.6153846383094788,1.4386265277862549,0.4699999988079071,1.6136995553970337
5,0.642307698726654,1.4249141216278076,0.5099999904632568,1.6539020538330078
6,0.6269230842590332,1.4194064140319824,0.4399999976158142,1.698833703994751
7,0.6961538195610046,1.3884345293045044,0.5299999713897705,1.6635452508926392
8,0.6346153616905212,1.3959059715270996,0.49000000953674316,1.7774658203125
9,0.6499999761581421,1.4029920101165771,0.5099999904632568,1.5819203853607178
10,0.642307698726654,1.4070388078689575,0.5299999713897705,1.5751826763153076
11,0.6615384817123413,1.3721741437911987,0.5,1.7647768259048462
12,0.7038461565971375,1.3219504356384277,0.47999998927116394,1.8420565128326416
13,0.692307710647583,1.3371970653533936,0.5,1.8823074102401733
14,0.6807692050933838,1.3338615894317627,0.5299999713897705,1.7930383682250977
15,0.6538461446762085,1.3959128856658936,0.5400000214576721,1.504906415939331
16,0.6961538195610046,1.3411070108413696,0.5099999904632568,1.650282621383667
17,0.75,1.2839100360870361,0.6600000262260437,1.460181713104248
18,0.75,1.3105735778808594,0.6899999976158142,1.3483856916427612
19,0.7153846025466919,1.3077342510223389,0.6200000047683716,1.5692921876907349
20,0.7038461565971375,1.329258680343628,0.550000011920929,1.6914355754852295
21,0.7038461565971375,1.3170229196548462,0.5699999928474426,1.5735303163528442
22,0.7153846025466919,1.2960283756256104,0.5299999713897705,1.664783239364624
23,0.7576923370361328,1.2520883083343506,0.6499999761581421,1.4563047885894775
24,0.7192307710647583,1.2980366945266724,0.7799999713897705,1.2144285440444946
25,0.7576923370361328,1.262178659439087,0.7400000095367432,1.237154245376587
26,0.7307692170143127,1.2723571062088013,0.7599999904632568,1.221734642982483
27,0.7423076629638672,1.2816094160079956,0.7300000190734863,1.304519534111023
28,0.7115384340286255,1.2959399223327637,0.7300000190734863,1.2847180366516113
29,0.7461538314819336,1.2786648273468018,0.7300000190734863,1.228704571723938
30,0.7346153855323792,1.2605503797531128,0.7099999785423279,1.3239942789077759
31,0.7307692170143127,1.2688229084014893,0.8100000023841858,1.2207229137420654
32,0.7115384340286255,1.2480278015136719,0.7900000214576721,1.2688806056976318
33,0.7615384459495544,1.2176823616027832,0.6399999856948853,1.361494779586792
34,0.8115384578704834,1.2030794620513916,0.5400000214576721,1.6665151119232178
35,0.7153846025466919,1.2739707231521606,0.6100000143051147,1.4368789196014404
36,0.7884615659713745,1.1816169023513794,0.7400000095367432,1.2744572162628174
37,0.7307692170143127,1.2398873567581177,0.7200000286102295,1.2778304815292358
38,0.7576923370361328,1.2432284355163574,0.7400000095367432,1.2061678171157837
39,0.7384615540504456,1.2155348062515259,0.5199999809265137,1.711063027381897
40,0.8230769038200378,1.134575605392456,0.6800000071525574,1.40000319480896
41,0.7576923370361328,1.2271878719329834,0.7900000214576721,1.2355830669403076
42,0.7576923370361328,1.2068359851837158,0.6100000143051147,1.4498049020767212
43,0.7923076748847961,1.200639247894287,0.7300000190734863,1.2213914394378662
44,0.7076923251152039,1.2400398254394531,0.8399999737739563,1.094590663909912
45,0.7576923370361328,1.1948068141937256,0.7200000286102295,1.3809144496917725
46,0.7538461685180664,1.2169928550720215,0.7799999713897705,1.1566431522369385
47,0.7730769515037537,1.1661524772644043,0.8100000023841858,1.1856589317321777
48,0.7615384459495544,1.2093020677566528,0.7599999904632568,1.2291224002838135
49,0.7923076748847961,1.13937509059906,0.6000000238418579,1.364746332168579
50,0.8038461804389954,1.1579291820526123,0.7300000190734863,1.2070960998535156
51,0.8230769038200378,1.1151225566864014,0.6800000071525574,1.4121010303497314
52,0.7538461685180664,1.1704052686691284,0.5600000023841858,1.4304111003875732
53,0.8346154093742371,1.1111773252487183,0.8199999928474426,1.1441173553466797
54,0.800000011920929,1.122951626777649,0.8299999833106995,1.1297383308410645
55,0.807692289352417,1.1182957887649536,0.6600000262260437,1.3434693813323975
56,0.7923076748847961,1.1147602796554565,0.5799999833106995,1.8907554149627686
57,0.800000011920929,1.1410739421844482,0.5899999737739563,1.7228100299835205
58,0.7961538434028625,1.1420902013778687,0.699999988079071,1.341827392578125
59,0.8038461804389954,1.073246955871582,0.6700000166893005,1.4627814292907715
60,0.7730769515037537,1.1272857189178467,0.5600000023841858,1.6347455978393555
61,0.8153846263885498,1.105374813079834,0.8399999737739563,1.130656123161316
62,0.7846153974533081,1.10079026222229,0.6499999761581421,1.5142616033554077
63,0.7846153974533081,1.1319944858551025,0.8399999737739563,1.0864183902740479
64,0.8307692408561707,1.071008563041687,0.6899999976158142,1.2804162502288818
65,0.8038461804389954,1.0768791437149048,0.7599999904632568,1.2941808700561523
66,0.800000011920929,1.076518177986145,0.7699999809265137,1.1339980363845825
67,0.8538461327552795,1.0279061794281006,0.8100000023841858,1.0747134685516357
68,0.8346154093742371,1.0654124021530151,0.7900000214576721,1.1464275121688843
69,0.8653846383094788,1.0029829740524292,0.7300000190734863,1.2404322624206543
70,0.8230769038200378,1.043837308883667,0.7699999809265137,1.2008832693099976
71,0.8192307949066162,1.0604802370071411,0.5699999928474426,1.6196784973144531
72,0.8230769038200378,1.0454676151275635,0.7300000190734863,1.1702650785446167
73,0.8269230723381042,1.0591524839401245,0.7799999713897705,1.13339364528656
74,0.8423076868057251,1.0008281469345093,0.5899999737739563,1.632193922996521
75,0.8653846383094788,1.0155961513519287,0.7699999809265137,1.121138334274292
76,0.8115384578704834,1.0842055082321167,0.8299999833106995,1.0566043853759766
77,0.8500000238418579,0.9968841075897217,0.699999988079071,1.2936257123947144
78,0.8500000238418579,0.9835736751556396,0.7799999713897705,1.2991043329238892
79,0.8153846263885498,1.0568608045578003,0.699999988079071,1.2624680995941162
80,0.8730769157409668,0.9774112701416016,0.7599999904632568,1.1087076663970947
81,0.8423076868057251,0.994385302066803,0.7900000214576721,1.070391297340393
82,0.8692307472229004,0.9650755524635315,0.7799999713897705,1.1776922941207886
83,0.8846153616905212,0.9653418660163879,0.7799999713897705,1.0911977291107178
84,0.8423076868057251,0.9881840944290161,0.7699999809265137,1.155622124671936
85,0.8346154093742371,0.9915985465049744,0.5299999713897705,2.1378586292266846
86,0.8230769038200378,1.0296698808670044,0.7400000095367432,1.2921926975250244
87,0.8807692527770996,0.9263344407081604,0.5799999833106995,2.2986111640930176
88,0.8615384697914124,0.9481950402259827,0.6399999856948853,1.5018514394760132
89,0.8538461327552795,0.9643062949180603,0.5600000023841858,1.961576223373413
90,0.8500000238418579,0.9302752614021301,0.7799999713897705,1.1783392429351807
91,0.857692301273346,0.9950417280197144,0.7400000095367432,1.2711246013641357
92,0.8692307472229004,0.9196570515632629,0.7699999809265137,1.1804282665252686
93,0.8846153616905212,0.9271583557128906,0.6700000166893005,1.4426733255386353
94,0.8653846383094788,0.9554080367088318,0.5600000023841858,2.0383121967315674
95,0.892307698726654,0.896717369556427,0.7099999785423279,1.3774104118347168
96,0.8884615302085876,0.9284254312515259,0.699999988079071,1.4257941246032715
97,0.8846153616905212,0.9436405897140503,0.6299999952316284,1.5329155921936035
98,0.8615384697914124,0.9276200532913208,0.7200000286102295,1.4519834518432617
99,0.8846153616905212,0.9022966027259827,0.6600000262260437,1.5443352460861206
